,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
7504,chr1,StringTie,transcript,159826784,159837249,+,SLAMF8,XM_017001846.1,SRR19969245,10465,HER2+,159835260,159837249,1989,1989,0,7.595387278853972,no change,773.749411273048,1.80438936778551,0.491542462988437,3.67087180386275,0.0002417245642463,0.0061148051891323
7505,chr1,aptardi,transcript,159826784,159837583,+,SLAMF8,XM_017001846.1,SRR19969245,10799,HER2+,159835260,159837249,2323,1989,334,7.750614732770409,longer,773.749411273048,1.80438936778551,0.491542462988437,3.67087180386275,0.0002417245642463,0.0061148051891323
7506,chr1,StringTie,transcript,159826873,159837492,+,SLAMF8,NM_020125.3,SRR19969245,10619,HER2+,159835260,159837492,2232,2232,0,7.710653323501202,no change,777.522284596722,1.79571020914755,0.487576239556717,3.68293215186229,0.0002305665414903,0.0059274120563931
7507,chr1,aptardi,transcript,159826873,159837283,+,SLAMF8,NM_020125.3,SRR19969245,10410,HER2+,159835260,159837492,2023,2232,-209,7.612336837167746,shorter,777.522284596722,1.79571020914755,0.487576239556717,3.68293215186229,0.0002305665414903,0.0059274120563931
7512,chr17,StringTie,transcript,82229042,82240086,+,SLC16A3,NM_004207.4,SRR19969243,11044,HER2+,82238976,82240086,1110,1110,0,7.01211529430638,no change,1856.83358520709,2.23016073280555,0.371222794345429,6.00760720186367,1.882813133417e-09,4.85659227972317e-07
7513,chr17,aptardi,transcript,82229042,82239501,+,SLC16A3,NM_004207.4,SRR19969243,10459,HER2+,82238976,82240086,525,1110,-585,6.263398262591624,shorter,1856.83358520709,2.23016073280555,0.371222794345429,6.00760720186367,1.882813133417e-09,4.85659227972317e-07
7531,chr17,StringTie,transcript,75272992,75289433,-,SLC25A19,NM_001126122.2,SRR19969245,16441,HER2+,75272991,75273450,459,459,0,6.129050210060545,no change,300.683735311588,0.860923184223382,0.281665017062636,3.05654991593057,0.0022390019721746,0.0298874430705483
7532,chr17,StringTie,transcript,75272980,75289449,-,SLC25A19,XM_005257561.4,SRR19969245,16469,HER2+,75272979,75273450,471,471,0,6.154858094016418,no change,302.970491676602,0.863619894009672,0.275848185448701,3.13077968087732,0.0017434290179543,0.0248391101104631
7556,chr10,StringTie,transcript,71319259,71363385,+,SLC29A3,NM_018344.6,SRR19969244,44126,HER2+,71362608,71363385,777,777,0,6.655440350367647,no change,405.356278006255,0.801415698438968,0.242389988933197,3.30630692284837,0.0009453447602583,0.0160472962446074
7646,chr8,StringTie,transcript,142740949,142742406,-,SLURP1,NM_020427.3,SRR19969244,1457,HER2+,142740948,142741142,194,194,0,5.267858159063328,no change,23.7277645967362,5.57654061563789,1.8991737864051,2.93629822376266,0.0033215482890828,0.0396265505788381
7716,chr12,aptardi,transcript,54181448,54188985,-,SMUG1,NM_001243791.2,SRR19969245,7537,HER2+,54180365,54181518,71,1153,-1082,4.262679877041316,shorter,348.370860410349,0.317915446277946,0.0944068416125402,3.36750431269292,0.0007585184005631,0.0136687972358117
7717,chr12,StringTie,transcript,54180366,54187905,-,SMUG1,XM_017019119.2,SRR19969245,7539,HER2+,54180365,54181518,1153,1153,0,7.050122520269059,no change,361.257219918799,0.29540647908631,0.0984300704711582,3.00118122106668,0.002689344609429,0.0342286542366794
7718,chr12,aptardi,transcript,54181448,54187905,-,SMUG1,XM_017019119.2,SRR19969245,6457,HER2+,54180365,54181518,71,1153,-1082,4.262679877041316,shorter,361.257219918799,0.29540647908631,0.0984300704711582,3.00118122106668,0.002689344609429,0.0342286542366794
7751,chr15,StringTie,transcript,101281510,101295248,-,SNRPA1,NM_003090.4,SRR19969245,13738,HER2+,101281509,101281723,214,214,0,5.365976015021851,no change,701.180543830212,0.813037451896334,0.249972158172171,3.25251203110526,0.0011438975314398,0.0185143647737195
7765,chr1,StringTie,transcript,203861847,203871152,+,SNRPE,NM_001328638.2,SRR19969243,9305,HER2+,203869932,203871152,1220,1220,0,7.106606137727303,no change,1505.62216340471,0.576959200507798,0.176141772442117,3.27553874647989,0.001054606468514,0.017405833149153
7766,chr1,aptardi,transcript,203861847,203870076,+,SNRPE,NM_001328638.2,SRR19969244,8229,HER2+,203869932,203871152,144,1220,-1076,4.969813299576001,shorter,1505.62216340471,0.576959200507798,0.176141772442117,3.27553874647989,0.001054606468514,0.017405833149153
7767,chr1,aptardi,transcript,203861847,203870176,+,SNRPE,NM_001328638.2,SRR19969244,8329,HER2+,203869932,203871152,244,1220,-976,5.497168225293202,shorter,1505.62216340471,0.576959200507798,0.176141772442117,3.27553874647989,0.001054606468514,0.017405833149153
7768,chr1,StringTie,transcript,203861599,203871152,+,SNRPE,NM_003094.4,SRR19969243,9553,HER2+,203869932,203871152,1220,1220,0,7.106606137727303,no change,1501.10813300176,0.578166247850198,0.179834849872467,3.21498446079954,0.0013045158373,0.0203738737632815
7769,chr1,aptardi,transcript,203861599,203870076,+,SNRPE,NM_003094.4,SRR19969244,8477,HER2+,203869932,203871152,144,1220,-1076,4.969813299576001,shorter,1501.10813300176,0.578166247850198,0.179834849872467,3.21498446079954,0.0013045158373,0.0203738737632815
7770,chr1,aptardi,transcript,203861599,203870176,+,SNRPE,NM_003094.4,SRR19969244,8577,HER2+,203869932,203871152,244,1220,-976,5.497168225293202,shorter,1501.10813300176,0.578166247850198,0.179834849872467,3.21498446079954,0.0013045158373,0.0203738737632815
7772,chr2,StringTie,transcript,70281362,70293740,-,SNRPG,NM_001317171.2,SRR19969244,12378,HER2+,70281361,70281633,272,272,0,5.605802066295998,no change,1335.29785686207,0.867818273354137,0.243069985947105,3.57024035679578,0.0003566538190634,0.007992466626888
7773,chr2,aptardi,transcript,70281485,70293740,-,SNRPG,NM_001317171.2,SRR19969244,12255,HER2+,70281361,70281633,149,272,-123,5.003946305945459,shorter,1335.29785686207,0.867818273354137,0.243069985947105,3.57024035679578,0.0003566538190634,0.007992466626888
7774,chr2,StringTie,transcript,70281362,70293447,-,SNRPG,NM_001317169.2,SRR19969246,12085,HER2+,70281361,70281633,272,272,0,5.605802066295998,no change,1341.59055812687,0.860314830987652,0.242024381032819,3.55466183744104,0.0003784655127664,0.008374293517813
7775,chr2,aptardi,transcript,70281485,70293447,-,SNRPG,NM_001317169.2,SRR19969246,11962,HER2+,70281361,70281633,149,272,-123,5.003946305945459,shorter,1341.59055812687,0.860314830987652,0.242024381032819,3.55466183744104,0.0003784655127664,0.008374293517813
7799,chr16,StringTie,transcript,50666300,50681312,-,SNX20,NM_153337.3,SRR19969244,15012,HER2+,50666299,50669040,2741,2741,0,7.916078096302786,no change,88.2020210693451,1.46676338014702,0.414551543181376,3.53819302876234,0.0004028754226574,0.0087317638160049
7800,chr16,StringTie,transcript,50671629,50681312,-,SNX20,NM_182854.4,SRR19969245,9683,HER2+,50671628,50673405,1777,1777,0,7.482681828154651,no change,363.183251602593,1.63292732577159,0.502178187707661,3.25168907320639,0.0011472144458644,0.018556320485944
7801,chr20,StringTie,transcript,45833799,45843276,+,SNX21,NM_001042632.3,SRR19969244,9477,HER2+,45840657,45843276,2619,2619,0,7.870547844507712,no change,771.410864386379,-0.5925471280392,0.18407149807299,-3.21911395431919,0.001285873736022,0.0201729200322456
7807,chr12,StringTie,transcript,93572675,93576745,+,SOCS2,NM_001270471.2,SRR19969244,4070,HER2+,93575179,93576745,1566,1566,0,7.356279876550748,no change,665.636401568093,-1.98070285205188,0.47677894101737,-4.15434215241424,3.26224723542974e-05,0.0013076157312558
7830,chr2,StringTie,transcript,5692384,5701385,+,SOX11,NM_003108.4,SRR19969243,9001,HER2+,5694047,5701385,7338,7338,0,8.900821604915228,no change,1206.77171094805,6.10705020525562,1.15582149200739,5.28373130927782,1.26578863277727e-07,1.55671330931741e-05
7831,chr2,aptardi,transcript,5692384,5695583,+,SOX11,NM_003108.4,SRR19969244,3199,HER2+,5694047,5701385,1536,7338,-5802,7.336936913707618,shorter,1206.77171094805,6.10705020525562,1.15582149200739,5.28373130927782,1.26578863277727e-07,1.55671330931741e-05
7832,chr2,aptardi,transcript,5692384,5695683,+,SOX11,NM_003108.4,SRR19969244,3299,HER2+,5694047,5701385,1636,7338,-5702,7.400009517162692,shorter,1206.77171094805,6.10705020525562,1.15582149200739,5.28373130927782,1.26578863277727e-07,1.55671330931741e-05
7842,chr2,StringTie,transcript,230225736,230239078,+,SP140,NM_001005176.3,SRR19969245,13342,HER2+,230238873,230239078,205,205,0,5.3230099791384085,no change,42.6961340048305,2.27175513012798,0.416906724390902,5.44907289141714,5.06330603788131e-08,7.14702115552142e-06
7848,chr17,StringTie,transcript,47844908,47855697,-,SP6,NM_199262.3,SRR19969243,10789,HER2+,47844907,47847298,2391,2391,0,7.779466967458324,no change,1056.66355833205,2.76321334872761,0.753117653004638,3.66903277024977,0.0002434698721899,0.0061347124300309
7849,chr17,StringTie,transcript,47844908,47851163,-,SP6,NM_001258248.2,SRR19969243,6255,HER2+,47844907,47847298,2391,2391,0,7.779466967458324,no change,1065.06716983646,2.76318063703144,0.751926474401672,3.67480163433556,0.0002380342800652,0.0060528383523258
7866,chr16,StringTie,transcript,89696357,89701705,-,SPATA2L,NM_152339.4,SRR19969243,5348,HER2+,89696356,89697333,977,977,0,6.884486652042782,no change,402.104003821438,0.528948712513291,0.171723588077944,3.0802332890529,0.0020683851369711,0.0281679688911678
7867,chr16,StringTie,transcript,89696357,89701666,-,SPATA2L,XM_005256279.5,SRR19969243,5309,HER2+,89696356,89697333,977,977,0,6.884486652042782,no change,401.524857879964,0.529266400817833,0.171771328286352,3.08122668723571,0.00206149637117,0.0281160258245885
7910,chr16,StringTie,transcript,29663247,29670876,+,SPN,NM_003123.6,SRR19969246,7629,HER2+,29664931,29670876,5945,5945,0,8.690305809124883,no change,845.739090074623,1.42515297087435,0.44751181361412,3.18461530515758,0.0014494655314558,0.021822745482706
7930,chr13,StringTie,transcript,80335976,80341126,-,SPRY2,NM_005842.4,SRR19969243,5150,HER2+,80335975,80336757,782,782,0,6.661854740545311,no change,569.891502981181,-1.7699340441485,0.552632802841574,-3.20273070119563,0.0013613121495631,0.0209869477404853
7931,chr13,aptardi,transcript,80335857,80341126,-,SPRY2,NM_005842.4,SRR19969246,5269,HER2+,80335975,80336757,901,782,119,6.803505257608338,longer,569.891502981181,-1.7699340441485,0.552632802841574,-3.20273070119563,0.0013613121495631,0.0209869477404853
7932,chr13,StringTie,transcript,80335976,80339659,-,SPRY2,NM_001318537.1,SRR19969245,3683,HER2+,80335975,80336757,782,782,0,6.661854740545311,no change,523.086794826021,-1.7700654230896,0.554035370805481,-3.19485996086532,0.0013989870499109,0.0213536467395739
7933,chr13,aptardi,transcript,80335857,80339659,-,SPRY2,NM_001318538.1,SRR19969246,3802,HER2+,80335975,80336757,901,782,119,6.803505257608338,longer,522.634009571325,-1.77069121112057,0.553583407243325,-3.19859878015142,0.0013809721385389,0.0211736932944408
7982,chr11,StringTie,transcript,95066919,95071225,+,SRSF8,NM_032102.4,SRR19969243,4306,HER2+,95068075,95071225,3150,3150,0,8.055157731819678,no change,1436.02377128679,-0.589830867505125,0.203465841732021,-2.89891837609762,0.003744523617467,0.0430299237635607
8013,chr2,StringTie,transcript,106801600,106886167,-,ST6GAL2,NM_001142351.2,SRR19969244,84567,HER2+,106801599,106806677,5078,5078,0,8.532672762264625,no change,266.474468781168,1.75195651993126,0.610399555390863,2.87017987555612,0.0041023835644583,0.0456785317640759
8014,chr2,StringTie,transcript,106801600,106886869,-,ST6GAL2,NM_001322362.2,SRR19969244,85269,HER2+,106801599,106806677,5078,5078,0,8.532672762264625,no change,266.502625859983,1.76041635375379,0.607764135870816,2.89654530409472,0.0037729616116086,0.0432673937018819
8015,chr2,StringTie,transcript,106801600,106887410,-,ST6GAL2,XM_011511999.2,SRR19969244,85810,HER2+,106801599,106806677,5078,5078,0,8.532672762264625,no change,266.005107308854,1.75970021729408,0.607624011533298,2.89603469233153,0.0037791061916137,0.0433184572734835
8016,chr2,StringTie,transcript,106801600,106886013,-,ST6GAL2,XM_006712802.1,SRR19969244,84413,HER2+,106801599,106806677,5078,5078,0,8.532672762264625,no change,265.898592231165,1.75895029489433,0.607497545109617,2.89540313216729,0.0037867188159792,0.0433630110138245
8028,chr1,StringTie,transcript,112523514,112619141,-,ST7L,NM_138728.3,SRR19969246,95627,HER2+,112523513,112526012,2499,2499,0,7.823645930834952,no change,362.655586806314,-0.761884064257607,0.256208070088398,-2.97369268655253,0.0029423960076899,0.0365863004985394
8049,chr2,StringTie,transcript,196133713,196176503,-,STK17B,XM_011512169.1,SRR19969244,42790,HER2+,196133712,196137446,3734,3734,0,8.225235324101668,no change,1511.80169940431,1.08095463617301,0.320578097099031,3.37189173544532,0.0007465378826025,0.0135032860918442
8068,chr1,StringTie,transcript,25900116,25906419,-,STMN1,NM_005563.4,SRR19969245,6303,HER2+,25900115,25901015,900,900,0,6.802394763324311,no change,1879.19164330934,1.26975599352499,0.383813574992211,3.30826233426151,0.0009387682758682,0.0159631753601155
8069,chr1,aptardi,transcript,25900488,25906419,-,STMN1,NM_005563.4,SRR19969245,5931,HER2+,25900115,25901015,528,900,-372,6.269096283706261,shorter,1879.19164330934,1.26975599352499,0.383813574992211,3.30826233426151,0.0009387682758682,0.0159631753601155
8070,chr1,StringTie,transcript,25900116,25906045,-,STMN1,NM_203401.2,SRR19969245,5929,HER2+,25900115,25901015,900,900,0,6.802394763324311,no change,1880.25735142803,1.26980888507398,0.383773806459684,3.30874297229396,0.000937158285341,0.0159442693208076
8071,chr1,aptardi,transcript,25900488,25906045,-,STMN1,NM_203401.2,SRR19969245,5557,HER2+,25900115,25901015,528,900,-372,6.269096283706261,shorter,1880.25735142803,1.26980888507398,0.383773806459684,3.30874297229396,0.000937158285341,0.0159442693208076
8072,chr1,StringTie,transcript,25900116,25906880,-,STMN1,NM_203399.2,SRR19969245,6764,HER2+,25900115,25901015,900,900,0,6.802394763324311,no change,1879.19164330934,1.26975599352499,0.383813574992211,3.30826233426151,0.0009387682758682,0.0159631753601155
8073,chr1,aptardi,transcript,25900488,25906880,-,STMN1,NM_203399.2,SRR19969245,6392,HER2+,25900115,25901015,528,900,-372,6.269096283706261,shorter,1879.19164330934,1.26975599352499,0.383813574992211,3.30826233426151,0.0009387682758682,0.0159631753601155
8089,chr1,StringTie,transcript,226548746,226609112,+,STUM,XM_011544183.3,SRR19969246,60366,HER2+,226602040,226609112,7072,7072,0,8.863898604317479,no change,300.532330913872,-2.69551773276908,0.708078092742738,-3.80680854328934,0.0001407716383034,0.0040011807934456
8104,chr1,StringTie,transcript,180972725,181022870,-,STX6,NM_001286210.2,SRR19969244,50145,HER2+,180972724,180976569,3845,3845,0,8.254528881939745,no change,1393.63092071685,0.878982835228956,0.290237810607339,3.02849181982745,0.0024577773109671,0.0320655658834075
8105,chr1,aptardi,transcript,180974947,181022870,-,STX6,NM_001286210.2,SRR19969244,47923,HER2+,180972724,180976569,1623,3845,-2222,7.392031567514591,shorter,1393.63092071685,0.878982835228956,0.290237810607339,3.02849181982745,0.0024577773109671,0.0320655658834075
8106,chr1,aptardi,transcript,180973047,181022870,-,STX6,NM_001286210.2,SRR19969244,49823,HER2+,180972724,180976569,3523,3845,-322,8.167068178341237,shorter,1393.63092071685,0.878982835228956,0.290237810607339,3.02849181982745,0.0024577773109671,0.0320655658834075
8107,chr1,aptardi,transcript,180972947,181022870,-,STX6,NM_001286210.2,SRR19969244,49923,HER2+,180972724,180976569,3623,3845,-222,8.195057690895077,shorter,1393.63092071685,0.878982835228956,0.290237810607339,3.02849181982745,0.0024577773109671,0.0320655658834075
8108,chr1,StringTie,transcript,180973028,181022917,-,STX6,XM_017000007.1,SRR19969246,49889,HER2+,180973027,180976569,3542,3542,0,8.17244681834278,no change,1407.10462984827,0.875245523448027,0.290904757260264,3.00870130722878,0.0026236692083996,0.0335830707932982
8109,chr1,aptardi,transcript,180974947,181022917,-,STX6,XM_017000007.1,SRR19969246,47970,HER2+,180973027,180976569,1623,3542,-1919,7.392031567514591,shorter,1407.10462984827,0.875245523448027,0.290904757260264,3.00870130722878,0.0026236692083996,0.0335830707932982
8122,chr2,StringTie,transcript,108377954,108388989,+,SULT1C4,NM_001321770.2,SRR19969244,11035,HER2+,108387432,108388989,1557,1557,0,7.350516171833998,no change,130.69706005419,-1.45216465895128,0.384447507493796,-3.77727682100973,0.0001585524737315,0.0043889381625858
8156,chr17,StringTie,transcript,78168545,78172964,+,SYNGR2,NM_001320523.2,SRR19969243,4419,HER2+,78171809,78172964,1155,1155,0,7.051855622955894,no change,6831.64092754113,1.23279215950543,0.336350544976044,3.6652004223547,0.0002471449603485,0.0061968234809218
8157,chr17,aptardi,transcript,78168545,78172738,+,SYNGR2,NM_001320523.2,SRR19969243,4193,HER2+,78171809,78172964,929,1155,-226,6.834108738813838,shorter,6831.64092754113,1.23279215950543,0.336350544976044,3.6652004223547,0.0002471449603485,0.0061968234809218
8160,chr15,StringTie,transcript,99105080,99135593,+,SYNM,NM_145728.3,SRR19969243,30513,HER2+,99133058,99135593,2535,2535,0,7.837948916025283,no change,4240.79411326928,-3.94031270118906,0.945547087696493,-4.16723054035131,3.08322639151003e-05,0.0012452149589888
8236,chr17,StringTie,transcript,39665349,39666554,+,TCAP,NM_003673.4,SRR19969243,1205,HER2+,39666109,39666554,445,445,0,6.09807428216624,no change,116.43312016853,2.72375274504891,0.676716633661349,4.02495314813256,5.69866600211926e-05,0.0020362194071652
8282,chr17,StringTie,transcript,75979240,76000586,+,TEN1,NM_001113324.3,SRR19969243,21346,HER2+,76000262,76000586,324,324,0,5.780743515792329,no change,468.353615961484,0.507689480520452,0.140838033989608,3.60477540149355,0.0003124229955583,0.0073136343809386
8373,chr1,StringTie,transcript,27872531,27886679,+,THEMIS2,XM_005246041.3,SRR19969243,14148,HER2+,27885922,27886679,757,757,0,6.6293632534374485,no change,591.183275008724,1.11146130603355,0.367786118197291,3.02203169462022,0.0025108425696314,0.032558809968564
8374,chr1,StringTie,transcript,27872544,27886675,+,THEMIS2,NM_001105556.3,SRR19969243,14131,HER2+,27885922,27886675,753,753,0,6.6240652277998935,no change,621.021822096394,1.10722812383848,0.368576699130162,3.00406435472325,0.0026639896923907,0.0339734977944032
8413,chr16,StringTie,transcript,3298808,3305430,-,TIGD7,NM_033208.4,SRR19969243,6622,HER2+,3298807,3298964,157,157,0,5.056245805348308,no change,217.363076105689,-0.756053122199695,0.193993635429301,-3.89730890153472,9.72675200773005e-05,0.0030394853613415
8414,chr3,StringTie,transcript,114294028,114310288,+,TIGIT,NM_173799.4,SRR19969244,16260,HER2+,114308131,114310288,2157,2157,0,7.676473646389156,no change,295.403167017865,3.7966363352706,1.15926755487415,3.27503027175013,0.0010565065180605,0.0174349450220698
8420,chr1,StringTie,transcript,201955503,201970664,+,TIMM17A,NM_006335.3,SRR19969245,15161,HER2+,201969554,201970664,1110,1110,0,7.01211529430638,no change,1279.33442786614,0.900073936741217,0.253991001588425,3.54372371899902,0.0003945184339986,0.0086192179233977
8421,chr1,aptardi,transcript,201955503,201969968,+,TIMM17A,NM_006335.3,SRR19969245,14465,HER2+,201969554,201970664,414,1110,-696,6.025865973825314,shorter,1279.33442786614,0.900073936741217,0.253991001588425,3.54372371899902,0.0003945184339986,0.0086192179233977
8422,chr1,aptardi,transcript,201955503,201970368,+,TIMM17A,NM_006335.3,SRR19969245,14865,HER2+,201969554,201970664,814,1110,-296,6.70196036600254,shorter,1279.33442786614,0.900073936741217,0.253991001588425,3.54372371899902,0.0003945184339986,0.0086192179233977
8430,chr11,StringTie,transcript,112084800,112086756,-,TIMM8B,NM_012459.4,SRR19969243,1956,HER2+,112084799,112085294,495,495,0,6.20455776256869,no change,899.5879142393,0.777978965471333,0.230966773655827,3.36835880398377,0.0007561711755578,0.0136428369393978
8431,chr11,aptardi,transcript,112085063,112086756,-,TIMM8B,NM_012459.4,SRR19969243,1693,HER2+,112084799,112085294,232,495,-263,5.44673737166631,shorter,899.5879142393,0.777978965471333,0.230966773655827,3.36835880398377,0.0007561711755578,0.0136428369393978
8447,chr17,StringTie,transcript,78174079,78187204,-,TK1,NM_001363848.1,SRR19969244,13125,HER2+,78174078,78174758,680,680,0,6.522092798170152,no change,985.680219756782,2.07774955289912,0.528010327931492,3.93505475743024,8.31777299726087e-05,0.002718639790011
8448,chr17,StringTie,transcript,78174091,78187052,-,TK1,NM_003258.5,SRR19969244,12961,HER2+,78174090,78174758,668,668,0,6.504288173536645,no change,984.808242629308,2.08202597601135,0.527476079348909,3.94714766702085,7.90877814358156e-05,0.0026190616415162
8449,chr17,StringTie,transcript,28724348,28726932,-,TLCD1,NM_001160407.2,SRR19969246,2584,HER2+,28724347,28724509,162,162,0,5.087596335232384,no change,278.245009262041,2.37763703884133,0.481107009924332,4.9420128782062,7.73201071241754e-07,6.55561856601303e-05
8511,chr17,StringTie,transcript,55719627,55722864,-,TMEM100,NM_018286.3,SRR19969243,3237,HER2+,55719626,55720665,1039,1039,0,6.946013991099227,no change,159.371009718194,-2.93918456781826,0.534059327454353,-5.50347951383636,3.723678174305e-08,5.48593350913202e-06
8525,chr11,StringTie,transcript,102396332,102452765,-,TMEM123,NM_052932.3,SRR19969246,56433,HER2+,102396331,102398866,2535,2535,0,7.837948916025283,no change,8166.982506772,0.690035948836211,0.24064689628413,2.86742093702921,0.0041383218920833,0.0459986802010651
8526,chr11,aptardi,transcript,102398592,102452765,-,TMEM123,NM_052932.3,SRR19969246,54173,HER2+,102396331,102398866,275,2535,-2260,5.616771097666572,shorter,8166.982506772,0.690035948836211,0.24064689628413,2.86742093702921,0.0041383218920833,0.0459986802010651
8527,chr11,aptardi,transcript,102398192,102452765,-,TMEM123,NM_052932.3,SRR19969246,54573,HER2+,102396331,102398866,675,2535,-1860,6.51471269087253,shorter,8166.982506772,0.690035948836211,0.24064689628413,2.86742093702921,0.0041383218920833,0.0459986802010651
8577,chr5,StringTie,transcript,73120575,73131809,+,TMEM171,NM_173490.8,SRR19969244,11234,HER2+,73131730,73131809,79,79,0,4.3694478524670215,no change,6.05293702955572,3.10734472408847,0.897423181605855,3.46251889607773,0.0005351443360293,0.0106139398435529
8585,chr1,StringTie,transcript,203007374,203024848,+,TMEM183A,NM_001322958.2,SRR19969243,17474,HER2+,203023040,203024848,1808,1808,0,7.4999765409521215,no change,1638.393499074,0.672997742381506,0.197109773611708,3.4143296400272,0.0006393916550429,0.0120789074853963
8586,chr1,aptardi,transcript,203007374,203023554,+,TMEM183A,NM_001322958.2,SRR19969243,16180,HER2+,203023040,203024848,514,1808,-1294,6.2422232654551655,shorter,1638.393499074,0.672997742381506,0.197109773611708,3.4143296400272,0.0006393916550429,0.0120789074853963
8587,chr1,StringTie,transcript,203007631,203024848,+,TMEM183A,NM_001349859.1,SRR19969246,17217,HER2+,203023040,203024848,1808,1808,0,7.4999765409521215,no change,1632.66967855687,0.681979142191949,0.198132135723158,3.4420420478627,0.0005773405006118,0.0111873157153516
8588,chr1,aptardi,transcript,203007631,203023554,+,TMEM183A,NM_001349859.1,SRR19969246,15923,HER2+,203023040,203024848,514,1808,-1294,6.2422232654551655,shorter,1632.66967855687,0.681979142191949,0.198132135723158,3.4420420478627,0.0005773405006118,0.0111873157153516
8612,chr16,StringTie,transcript,67227130,67229278,+,TMEM208,NM_014187.4,SRR19969246,2148,HER2+,67229113,67229278,165,165,0,5.10594547390058,no change,738.694209452779,0.73315956866998,0.194748459675113,3.76464887010179,0.0001667832806486,0.0045518218478636
8710,chr11,StringTie,transcript,18698779,18704785,+,TMEM86A,NM_153347.3,SRR19969243,6006,HER2+,18702009,18704785,2776,2776,0,7.928766321626695,no change,1005.97370114055,1.84676969116687,0.434518930885298,4.2501478299328,2.13629474953456e-05,0.0009153322342835
8711,chr11,aptardi,transcript,18698779,18703172,+,TMEM86A,NM_153347.3,SRR19969243,4393,HER2+,18702009,18704785,1163,2776,-1613,7.0587581525186645,shorter,1005.97370114055,1.84676969116687,0.434518930885298,4.2501478299328,2.13629474953456e-05,0.0009153322342835
8735,chr2,StringTie,transcript,84905656,84906671,+,TMSB10,NM_021103.4,SRR19969243,1015,HER2+,84906423,84906671,248,248,0,5.513428746164983,no change,32304.7756329508,1.54881729977636,0.298153935617171,5.19469010721037,2.05061132228087e-07,2.30290846619589e-05
8785,chr17,StringTie,transcript,7558750,7561601,+,TNFSF13,NM_172087.3,SRR19969244,2851,HER2+,7560833,7561601,768,768,0,6.643789733147672,no change,1374.13971446011,0.620301026505647,0.21294398289681,2.91297747918164,0.003580004192258,0.0418187606494546
8826,chr16,StringTie,transcript,52438010,52519739,-,TOX3,XM_017023142.1,SRR19969246,81729,HER2+,52438009,52439224,1215,1215,0,7.102499355774649,no change,308.135383957342,1.26760227486574,0.444500918477354,2.85174275726569,0.0043480271862269,0.0477656194048302
8839,chr20,StringTie,transcript,46684365,46689444,-,TP53RK,NM_033550.4,SRR19969243,5079,HER2+,46684364,46686752,2388,2388,0,7.778211474512493,no change,658.082345418138,0.651902680778914,0.149865217119359,4.34992650936281,1.361831643359e-05,0.000646458501938
8840,chr20,aptardi,transcript,46686432,46689444,-,TP53RK,NM_033550.4,SRR19969243,3012,HER2+,46684364,46686752,321,2388,-2067,5.771441123130016,shorter,658.082345418138,0.651902680778914,0.149865217119359,4.34992650936281,1.361831643359e-05,0.000646458501938
8844,chr20,StringTie,transcript,63865270,63891538,+,TPD52L2,NM_199359.3,SRR19969244,26268,HER2+,63889945,63891538,1593,1593,0,7.373374309910049,no change,3112.04004946651,0.497368731993112,0.121807851159843,4.083223924051,4.44151874081975e-05,0.0016808450437841
8845,chr20,aptardi,transcript,63865270,63890649,+,TPD52L2,NM_199359.3,SRR19969244,25379,HER2+,63889945,63891538,704,1593,-889,6.556778356158042,shorter,3112.04004946651,0.497368731993112,0.121807851159843,4.083223924051,4.44151874081975e-05,0.0016808450437841
8868,chr1,StringTie,transcript,209756053,209775665,+,TRAF3IP3,XM_011510019.2,SRR19969245,19612,HER2+,209775588,209775665,77,77,0,4.343805421853684,no change,264.74753956021,1.44120156730896,0.492464196545001,2.92651034820409,0.003427881017361,0.0405112060489864
8879,chr17,StringTie,transcript,1279662,1300978,+,TRARG1,NM_172367.3,SRR19969245,21316,HER2+,1298264,1300978,2714,2714,0,7.906178840394815,no change,139.999819252124,-6.94101103675381,0.874474344738845,-7.93735239748707,2.0654260857780303e-15,2.54257923132517e-12
8886,chr2,StringTie,transcript,12716936,12742734,+,TRIB2,NM_021643.4,SRR19969245,25798,HER2+,12740794,12742734,1940,1940,0,7.570443252057374,no change,2473.46618602077,0.747115821789812,0.207886137242569,3.5938703354618,0.0003258020189541,0.0075440638955739
8938,chr12,StringTie,transcript,49323255,49324388,+,TROAP,NM_001278324.2,SRR19969246,1133,HER2+,49324274,49324388,114,114,0,4.736198448394496,no change,55.0484711029003,2.91011288856475,0.40791057157498,7.13419335352977,9.73563966777404e-13,6.13997538968689e-10
8965,chr18,StringTie,transcript,75210797,75289944,+,TSHZ1,NM_005786.6,SRR19969243,79147,HER2+,75288641,75289944,1303,1303,0,7.172424577124845,no change,932.753039822225,-1.15742622038314,0.128265495034691,-9.0236756196208,1.8188198564306702e-19,3.88093718232322e-16
8966,chr18,aptardi,transcript,75210797,75289747,+,TSHZ1,NM_001308210.2,SRR19969246,78950,HER2+,75288641,75289944,1106,1303,-197,7.00850518208228,shorter,946.711149758308,-1.15097110298632,0.128689678255954,-8.94377170402995,3.7610908323836903e-19,7.893728113225469e-16
